Metro,State,Date,Rent,YearMonth
"Visalia, CA",CA,2019-08-31,1207.6108727930068,2019-08
"Killeen, TX",TX,2019-08-31,945.0210230490927,2019-08
"Asheville, NC",NC,2019-08-31,1276.4821888270092,2019-08
"York, PA",PA,2019-08-31,909.1837408241266,2019-08
"Vallejo, CA",CA,2019-08-31,1938.1589247532688,2019-08
"Santa Maria, CA",CA,2019-08-31,2391.234910604677,2019-08
"Salinas, CA",CA,2019-08-31,2007.284229359717,2019-08
"Salem, OR",OR,2019-08-31,1247.5037349258102,2019-08
"Mobile, AL",AL,2019-08-31,879.6306514899628,2019-08
"Reading, PA",PA,2019-08-31,915.975283108048,2019-08
"Corpus Christi, TX",TX,2019-08-31,1110.8217633679064,2019-08
"Brownsville, TX",TX,2019-08-31,1060.9720987790092,2019-08
"Manchester, NH",NH,2019-08-31,1412.53766682672,2019-08
"Fort Wayne, IN",IN,2019-08-31,810.2961672159387,2019-08
"Gulfport, MS",MS,2019-08-31,985.095348656832,2019-08
"Salisbury, MD",DE,2019-08-31,1297.1756160230639,2019-08
"Flint, MI",MI,2019-08-31,723.8756627353348,2019-08
"Peoria, IL",IL,2019-08-31,723.6953773435249,2019-08
"Canton, OH",OH,2019-08-31,728.9851801469828,2019-08
"Savannah, GA",GA,2019-08-31,1210.8629007775446,2019-08
"Anchorage, AK",AK,2019-08-31,1258.4761617854588,2019-08
"Beaumont, TX",TX,2019-08-31,990.7586619039259,2019-08
"Shreveport, LA",LA,2019-08-31,1025.9499454659967,2019-08
"Trenton, NJ",NJ,2019-08-31,1732.142588018457,2019-08
"Montgomery, AL",AL,2019-08-31,968.3539357842087,2019-08
"Davenport, IA",IL,2019-08-31,787.2932817256841,2019-08
"Tallahassee, FL",FL,2019-08-31,1051.368123985506,2019-08
"Eugene, OR",OR,2019-08-31,1325.1127759770568,2019-08
"Naples, FL",FL,2019-08-31,1734.7186814619242,2019-08
"Ann Arbor, MI",MI,2019-08-31,1569.5935490085446,2019-08
"Ocala, FL",FL,2019-08-31,1042.059900627474,2019-08
"Hickory, NC",NC,2019-08-31,,2019-08
"Huntington, WV",OH,2019-08-31,815.8568117488513,2019-08
"Fort Collins, CO",CO,2019-08-31,1485.4130130908911,2019-08
"Rockford, IL",IL,2019-08-31,822.9911985926817,2019-08
"Lincoln, NE",NE,2019-08-31,957.3812914272322,2019-08
"Gainesville, FL",FL,2019-08-31,1161.8396124861306,2019-08
"Boulder, CO",CO,2019-08-31,1786.9479815351744,2019-08
"Green Bay, WI",WI,2019-08-31,,2019-08
"Columbus, GA",GA,2019-08-31,835.5702579706508,2019-08
"South Bend, IN",IN,2019-08-31,841.3417349513551,2019-08
"Spartanburg, SC",SC,2019-08-31,1082.381224699101,2019-08
"Greeley, CO",CO,2019-08-31,1571.0498269388067,2019-08
"Lubbock, TX",TX,2019-08-31,1109.0282804199855,2019-08
"Clarksville, TN",TN,2019-08-31,984.7320487202836,2019-08
"Roanoke, VA",VA,2019-08-31,968.5179927581844,2019-08
"Evansville, IN",IN,2019-08-31,705.2258212132377,2019-08
"Kingsport, TN",TN,2019-08-31,,2019-08
"Kennewick, WA",WA,2019-08-31,1231.6186212642274,2019-08
"Utica, NY",NY,2019-08-31,,2019-08
"Hagerstown, MD",MD,2019-08-31,1039.549221295291,2019-08
"Duluth, MN",MN,2019-08-31,1103.638583213509,2019-08
"Olympia, WA",WA,2019-08-31,1472.4471444706255,2019-08
"Longview, TX",TX,2019-08-31,935.417154438977,2019-08
"Wilmington, NC",NC,2019-08-31,1169.9692422309834,2019-08
"San Luis Obispo, CA",CA,2019-08-31,2258.074480306168,2019-08
"Crestview, FL",FL,2019-08-31,1341.0864651009888,2019-08
"Merced, CA",CA,2019-08-31,1390.5810302989435,2019-08
"Waco, TX",TX,2019-08-31,1140.5743990072556,2019-08
"Cedar Rapids, IA",IA,2019-08-31,929.3817339556192,2019-08
"Atlantic City, NJ",NJ,2019-08-31,1307.9549888473316,2019-08
"Bremerton, WA",WA,2019-08-31,1456.7319367102216,2019-08
"Sioux Falls, SD",SD,2019-08-31,873.5766240475085,2019-08
"Santa Cruz, CA",CA,2019-08-31,2680.332505653724,2019-08
"Erie, PA",PA,2019-08-31,769.1196456781438,2019-08
"Norwich, CT",CT,2019-08-31,1097.1490690381772,2019-08
"Amarillo, TX",TX,2019-08-31,1029.9558602367342,2019-08
"Laredo, TX",TX,2019-08-31,919.4664396319498,2019-08
"Tuscaloosa, AL",AL,2019-08-31,1082.602163747327,2019-08
"College Station, TX",TX,2019-08-31,1192.56591216651,2019-08
"Kalamazoo, MI",MI,2019-08-31,954.0659006689727,2019-08
"Lynchburg, VA",VA,2019-08-31,904.2401060219014,2019-08
"Charleston, WV",WV,2019-08-31,746.3708702937556,2019-08
"Yakima, WA",WA,2019-08-31,,2019-08
"Fargo, ND",ND,2019-08-31,960.678381469992,2019-08
"Binghamton, NY",NY,2019-08-31,709.845148791707,2019-08
"Fort Smith, AR",AR,2019-08-31,737.4164554871232,2019-08
"Appleton, WI",WI,2019-08-31,,2019-08
"Prescott Valley, AZ",AZ,2019-08-31,1339.218114747935,2019-08
"Topeka, KS",KS,2019-08-31,813.4700006481323,2019-08
"Macon, GA",GA,2019-08-31,825.5066470068525,2019-08
"Tyler, TX",TX,2019-08-31,1181.599625191598,2019-08
"Barnstable Town, MA",MA,2019-08-31,1663.673873992992,2019-08
"Daphne, AL",AL,2019-08-31,1195.790195142019,2019-08
"Bellingham, WA",WA,2019-08-31,1470.5667379537908,2019-08
"Burlington, VT",VT,2019-08-31,1517.1712527871155,2019-08
"Rochester, MN",MN,2019-08-31,1288.7191485456376,2019-08
"Lafayette, IN",IN,2019-08-31,987.5086851395216,2019-08
"Champaign, IL",IL,2019-08-31,888.860350139696,2019-08
"Medford, OR",OR,2019-08-31,1221.2441659255178,2019-08
"Lebanon, NH",NH,2019-08-31,1197.9298217733474,2019-08
"Charlottesville, VA",VA,2019-08-31,1426.9833273454885,2019-08
"Lake Charles, LA",LA,2019-08-31,925.5413848748833,2019-08
"Las Cruces, NM",NM,2019-08-31,921.5170349689979,2019-08
"Chico, CA",CA,2019-08-31,1369.126092042136,2019-08
"Hilton Head Island, SC",SC,2019-08-31,1392.2187986378653,2019-08
"Athens, GA",GA,2019-08-31,1167.221806940209,2019-08
"Lake Havasu City, AZ",AZ,2019-08-31,1075.0959787956815,2019-08
"Columbia, MO",MO,2019-08-31,841.3700317915129,2019-08
"Springfield, IL",IL,2019-08-31,809.5622225431517,2019-08
"Houma, LA",LA,2019-08-31,,2019-08
"Monroe, LA",LA,2019-08-31,,2019-08
"Elkhart, IN",IN,2019-08-31,,2019-08
"Johnson City, TN",TN,2019-08-31,959.6883473901347,2019-08
"Yuma, AZ",AZ,2019-08-31,,2019-08
"Gainesville, GA",GA,2019-08-31,1232.8577566763652,2019-08
"Jacksonville, NC",NC,2019-08-31,975.9237657505237,2019-08
"Florence, SC",SC,2019-08-31,1065.148919021822,2019-08
"Hilo, HI",HI,2019-08-31,,2019-08
"St. Cloud, MN",MN,2019-08-31,1005.8530119227303,2019-08
"Racine, WI",WI,2019-08-31,898.844135364048,2019-08
"Bend, OR",OR,2019-08-31,1581.0537438211616,2019-08
"Saginaw, MI",MI,2019-08-31,,2019-08
"Warner Robins, GA",GA,2019-08-31,984.1953025797063,2019-08
"Terre Haute, IN",IN,2019-08-31,,2019-08
"Torrington, CT",CT,2019-08-31,1027.1848573269003,2019-08
"Punta Gorda, FL",FL,2019-08-31,1315.6206487850309,2019-08
"Billings, MT",MT,2019-08-31,939.3018776764168,2019-08
"Redding, CA",CA,2019-08-31,1096.4375391621722,2019-08
"Kingston, NY",NY,2019-08-31,1323.2703663994207,2019-08
"Panama City, FL",FL,2019-08-31,1407.2252837444248,2019-08
"Joplin, MO",MO,2019-08-31,,2019-08
"Dover, DE",DE,2019-08-31,1138.9028295644075,2019-08
"El Centro, CA",CA,2019-08-31,,2019-08
"Jackson, TN",TN,2019-08-31,,2019-08
"Yuba City, CA",CA,2019-08-31,1294.2393963506759,2019-08
"Bowling Green, KY",KY,2019-08-31,973.9438100446217,2019-08
"St. George, UT",UT,2019-08-31,1377.4281985705654,2019-08
"Muskegon, MI",MI,2019-08-31,,2019-08
"Abilene, TX",TX,2019-08-31,949.9243488629347,2019-08
"Iowa City, IA",IA,2019-08-31,1007.1282638842247,2019-08
"Auburn, AL",AL,2019-08-31,1130.1886525653583,2019-08
"Midland, TX",TX,2019-08-31,1627.7282316430294,2019-08
"Bloomington, IL",IL,2019-08-31,894.1235866325869,2019-08
"Hattiesburg, MS",MS,2019-08-31,,2019-08
"Oshkosh, WI",WI,2019-08-31,770.9323922668997,2019-08
"Eau Claire, WI",WI,2019-08-31,,2019-08
"Greenville, NC",NC,2019-08-31,1008.4463154078846,2019-08
"Burlington, NC",NC,2019-08-31,915.7207389153763,2019-08
"Waterloo, IA",IA,2019-08-31,863.7330969117238,2019-08
"Coeur d'Alene, ID",ID,2019-08-31,1249.406934436784,2019-08
"East Stroudsburg, PA",PA,2019-08-31,1222.025379847025,2019-08
"Pueblo, CO",CO,2019-08-31,990.9384021625352,2019-08
"Blacksburg, VA",VA,2019-08-31,1205.315305994013,2019-08
"Wausau, WI",WI,2019-08-31,,2019-08
"Kahului, HI",HI,2019-08-31,,2019-08
"Janesville, WI",WI,2019-08-31,,2019-08
"Tupelo, MS",MS,2019-08-31,,2019-08
"Bloomington, IN",IN,2019-08-31,1033.9112591330818,2019-08
"Odessa, TX",TX,2019-08-31,1584.1441694227146,2019-08
"Jackson, MI",MI,2019-08-31,679.2624451044022,2019-08
"State College, PA",PA,2019-08-31,1257.485808988405,2019-08
"Sebastian, FL",FL,2019-08-31,1326.1190082405326,2019-08
"Madera, CA",CA,2019-08-31,,2019-08
"Decatur, AL",AL,2019-08-31,,2019-08
"Chambersburg, PA",PA,2019-08-31,862.5338191254912,2019-08
"Vineland, NJ",NJ,2019-08-31,,2019-08
"Idaho Falls, ID",ID,2019-08-31,875.6550603153618,2019-08
"Grand Junction, CO",CO,2019-08-31,1099.3838007858656,2019-08
"Elizabethtown, KY",KY,2019-08-31,,2019-08
"Niles, MI",MI,2019-08-31,847.9586978396424,2019-08
"Monroe, MI",MI,2019-08-31,,2019-08
"Santa Fe, NM",NM,2019-08-31,1519.3383526769953,2019-08
"Concord, NH",NH,2019-08-31,,2019-08
"Alexandria, LA",LA,2019-08-31,,2019-08
"Traverse City, MI",MI,2019-08-31,,2019-08
"Bangor, ME",ME,2019-08-31,1041.2415647219118,2019-08
"Homosassa Springs, FL",FL,2019-08-31,1082.232750447029,2019-08
"Hanford, CA",CA,2019-08-31,,2019-08
"Jefferson City, MO",MO,2019-08-31,,2019-08
"Florence, AL",AL,2019-08-31,,2019-08
"Dothan, AL",AL,2019-08-31,,2019-08
"London, KY",KY,2019-08-31,,2019-08
"Albany, GA",GA,2019-08-31,720.5376164887117,2019-08
"Ottawa, IL",IL,2019-08-31,,2019-08
"Sioux City, IA",IA,2019-08-31,,2019-08
"Wichita Falls, TX",TX,2019-08-31,771.6433169728986,2019-08
"Texarkana, TX",TX,2019-08-31,,2019-08
"Valdosta, GA",GA,2019-08-31,,2019-08
"Logan, UT",UT,2019-08-31,,2019-08
"Flagstaff, AZ",AZ,2019-08-31,1558.3063694628993,2019-08
"Rocky Mount, NC",NC,2019-08-31,,2019-08
"Pottsville, PA",PA,2019-08-31,,2019-08
"Dalton, GA",GA,2019-08-31,,2019-08
"Lebanon, PA",PA,2019-08-31,,2019-08
"Morristown, TN",TN,2019-08-31,,2019-08
"Winchester, VA",VA,2019-08-31,1306.922264089747,2019-08
"Wheeling, WV",OH,2019-08-31,738.6462592883157,2019-08
"Morgantown, WV",WV,2019-08-31,968.9942721561628,2019-08
"La Crosse, WI",WI,2019-08-31,,2019-08
"Napa, CA",CA,2019-08-31,2409.9118851493536,2019-08
"Rapid City, SD",SD,2019-08-31,892.0745463697476,2019-08
"Sumter, SC",SC,2019-08-31,883.6700583541958,2019-08
"Eureka, CA",CA,2019-08-31,,2019-08
"Springfield, OH",OH,2019-08-31,,2019-08
"Harrisonburg, VA",VA,2019-08-31,1116.9324423293256,2019-08
"Battle Creek, MI",MI,2019-08-31,,2019-08
"Sherman, TX",TX,2019-08-31,1167.9195186549573,2019-08
"Manhattan, KS",KS,2019-08-31,782.5846200116844,2019-08
"Carbondale, IL",IL,2019-08-31,624.7522079893257,2019-08
"Johnstown, PA",PA,2019-08-31,587.7037783700572,2019-08
"Jonesboro, AR",AR,2019-08-31,988.3656568520126,2019-08
"Bismarck, ND",ND,2019-08-31,1062.8761466668075,2019-08
"Hammond, LA",LA,2019-08-31,,2019-08
"Pittsfield, MA",MA,2019-08-31,,2019-08
"Mount Vernon, WA",WA,2019-08-31,1479.6046430312092,2019-08
"Jamestown, NY",NY,2019-08-31,,2019-08
"The Villages, FL",FL,2019-08-31,,2019-08
"Albany, OR",OR,2019-08-31,,2019-08
"Glens Falls, NY",NY,2019-08-31,,2019-08
"Lawton, OK",OK,2019-08-31,735.8944303457989,2019-08
"Cleveland, TN",TN,2019-08-31,,2019-08
"Sierra Vista, AZ",AZ,2019-08-31,,2019-08
"Ames, IA",IA,2019-08-31,856.6181859398666,2019-08
"Mansfield, OH",OH,2019-08-31,,2019-08
"Staunton, VA",VA,2019-08-31,949.1849918500101,2019-08
"Augusta, ME",ME,2019-08-31,882.4550733879272,2019-08
"Altoona, PA",PA,2019-08-31,,2019-08
"New Bern, NC",NC,2019-08-31,,2019-08
"Farmington, NM",NM,2019-08-31,,2019-08
"St. Joseph, MO",MO,2019-08-31,,2019-08
"San Angelo, TX",TX,2019-08-31,1094.4283193330202,2019-08
"Wenatchee, WA",WA,2019-08-31,,2019-08
"Owensboro, KY",KY,2019-08-31,,2019-08
"Holland, MI",MI,2019-08-31,,2019-08
"Lumberton, NC",NC,2019-08-31,,2019-08
"Lawrence, KS",KS,2019-08-31,994.2216794258763,2019-08
"Goldsboro, NC",NC,2019-08-31,,2019-08
"Watertown, NY",NY,2019-08-31,,2019-08
"Sheboygan, WI",WI,2019-08-31,,2019-08
"Weirton, WV",OH,2019-08-31,,2019-08
"Missoula, MT",MT,2019-08-31,909.2953033936566,2019-08
"Wooster, OH",OH,2019-08-31,,2019-08
"Bozeman, MT",MT,2019-08-31,,2019-08
"Anniston, AL",AL,2019-08-31,,2019-08
"Beckley, WV",WV,2019-08-31,,2019-08
"Williamsport, PA",PA,2019-08-31,,2019-08
"Brunswick, GA",GA,2019-08-31,,2019-08
"California, MD",MD,2019-08-31,1266.2852907229635,2019-08
"Twin Falls, ID",ID,2019-08-31,,2019-08
"Cookeville, TN",TN,2019-08-31,,2019-08
"Muncie, IN",IN,2019-08-31,699.6271909887993,2019-08
"Michigan City, IN",IN,2019-08-31,,2019-08
"Roseburg, OR",OR,2019-08-31,,2019-08
"Lewiston, ME",ME,2019-08-31,,2019-08
"Longview, WA",WA,2019-08-31,,2019-08
"Kankakee, IL",IL,2019-08-31,,2019-08
"Bluefield, WV",VA,2019-08-31,,2019-08
"Show Low, AZ",AZ,2019-08-31,,2019-08
"Richmond, KY",KY,2019-08-31,783.3952927580467,2019-08
"Tullahoma, TN",TN,2019-08-31,,2019-08
"Whitewater, WI",WI,2019-08-31,,2019-08
"Ithaca, NY",NY,2019-08-31,1446.1636107898319,2019-08
"Grand Forks, ND",MN,2019-08-31,919.0793895748357,2019-08
"Decatur, IL",IL,2019-08-31,,2019-08
"LaGrange, GA",GA,2019-08-31,,2019-08
"Bay City, MI",MI,2019-08-31,,2019-08
"Fond du Lac, WI",WI,2019-08-31,,2019-08
"Gettysburg, PA",PA,2019-08-31,,2019-08
"Gadsden, AL",AL,2019-08-31,,2019-08
"Kalispell, MT",MT,2019-08-31,,2019-08
"Danville, VA",VA,2019-08-31,,2019-08
"Mankato, MN",MN,2019-08-31,,2019-08
"Lima, OH",OH,2019-08-31,,2019-08
"Truckee, CA",CA,2019-08-31,,2019-08
"Sebring, FL",FL,2019-08-31,968.8145787533542,2019-08
"Cheyenne, WY",WY,2019-08-31,1001.2334449703128,2019-08
"Hot Springs, AR",AR,2019-08-31,,2019-08
"Shelby, NC",NC,2019-08-31,,2019-08
"Dubuque, IA",IA,2019-08-31,,2019-08
"Meridian, MS",MS,2019-08-31,,2019-08
"Pinehurst, NC",NC,2019-08-31,1320.40715453365,2019-08
"Paducah, KY",KY,2019-08-31,,2019-08
"Victoria, TX",TX,2019-08-31,,2019-08
"Rome, GA",GA,2019-08-31,,2019-08
"Sevierville, TN",TN,2019-08-31,,2019-08
"Moses Lake, WA",WA,2019-08-31,1055.6201379590511,2019-08
"Ashtabula, OH",OH,2019-08-31,,2019-08
"Cape Girardeau, MO",MO,2019-08-31,,2019-08
"Albertville, AL",AL,2019-08-31,,2019-08
"Fairbanks, AK",AK,2019-08-31,,2019-08
"Brainerd, MN",MN,2019-08-31,,2019-08
"Cumberland, MD",MD,2019-08-31,,2019-08
"Ocean City, NJ",NJ,2019-08-31,,2019-08
"Corvallis, OR",OR,2019-08-31,1527.4956001152264,2019-08
"Pocatello, ID",ID,2019-08-31,,2019-08
"Corning, NY",NY,2019-08-31,,2019-08
"Sunbury, PA",PA,2019-08-31,,2019-08
"Ukiah, CA",CA,2019-08-31,,2019-08
"Hermiston, OR",OR,2019-08-31,,2019-08
"Clarksburg, WV",WV,2019-08-31,,2019-08
"Parkersburg, WV",WV,2019-08-31,,2019-08
"Beaver Dam, WI",WI,2019-08-31,,2019-08
"Pine Bluff, AR",AR,2019-08-31,,2019-08
"Grants Pass, OR",OR,2019-08-31,,2019-08
"Cullman, AL",AL,2019-08-31,,2019-08
"Lufkin, TX",TX,2019-08-31,,2019-08
"Zanesville, OH",OH,2019-08-31,,2019-08
"New Castle, PA",PA,2019-08-31,,2019-08
"Oak Harbor, WA",WA,2019-08-31,1301.9611887910887,2019-08
"Orangeburg, SC",SC,2019-08-31,,2019-08
"Watertown, WI",WI,2019-08-31,,2019-08
"Meadville, PA",PA,2019-08-31,,2019-08
"Elmira, NY",NY,2019-08-31,,2019-08
"Great Falls, MT",MT,2019-08-31,860.2085153718608,2019-08
"Russellville, AR",AR,2019-08-31,,2019-08
"Indiana, PA",PA,2019-08-31,,2019-08
"Midland, MI",MI,2019-08-31,,2019-08
"Kokomo, IN",IN,2019-08-31,657.3948812195553,2019-08
"Bloomsburg, PA",PA,2019-08-31,,2019-08
"Helena, MT",MT,2019-08-31,,2019-08
"Key West, FL",FL,2019-08-31,2393.8507668468264,2019-08
"Talladega, AL",AL,2019-08-31,,2019-08
"Stillwater, OK",OK,2019-08-31,,2019-08
"Columbus, IN",IN,2019-08-31,984.950954705572,2019-08
"Athens, TX",TX,2019-08-31,,2019-08
"Centralia, WA",WA,2019-08-31,,2019-08
"Manitowoc, WI",WI,2019-08-31,,2019-08
"Hinesville, GA",GA,2019-08-31,999.8617058418387,2019-08
"DuBois, PA",PA,2019-08-31,,2019-08
"Warsaw, IN",IN,2019-08-31,,2019-08
"Statesboro, GA",GA,2019-08-31,,2019-08
"Casper, WY",WY,2019-08-31,1104.3601073780953,2019-08
"Wilson, NC",NC,2019-08-31,,2019-08
"Glenwood Springs, CO",CO,2019-08-31,2416.5963648322117,2019-08
"Seneca, SC",SC,2019-08-31,,2019-08
"Minot, ND",ND,2019-08-31,,2019-08
"Grand Island, NE",NE,2019-08-31,,2019-08
"Port Angeles, WA",WA,2019-08-31,,2019-08
"Auburn, NY",NY,2019-08-31,,2019-08
"Huntsville, TX",TX,2019-08-31,,2019-08
"Keene, NH",NH,2019-08-31,,2019-08
"Heber, UT",UT,2019-08-31,2023.2467615884568,2019-08
"Quincy, IL",IL,2019-08-31,,2019-08
"Findlay, OH",OH,2019-08-31,,2019-08
"Frankfort, KY",KY,2019-08-31,656.374075323384,2019-08
"Danville, IL",IL,2019-08-31,,2019-08
"Aberdeen, WA",WA,2019-08-31,,2019-08
"Wisconsin Rapids, WI",WI,2019-08-31,,2019-08
"Jefferson, GA",GA,2019-08-31,,2019-08
"Kapaa, HI",HI,2019-08-31,,2019-08
"Palatka, FL",FL,2019-08-31,,2019-08
"Shawnee, OK",OK,2019-08-31,,2019-08
"Stevens Point, WI",WI,2019-08-31,,2019-08
"Greeneville, TN",TN,2019-08-31,,2019-08
"Greenwood, SC",SC,2019-08-31,,2019-08
"Lake City, FL",FL,2019-08-31,,2019-08
"Klamath Falls, OR",OR,2019-08-31,,2019-08
"Morehead City, NC",NC,2019-08-31,,2019-08
"Clearlake, CA",CA,2019-08-31,,2019-08
"Alamogordo, NM",NM,2019-08-31,,2019-08
"Roanoke Rapids, NC",NC,2019-08-31,,2019-08
"Muskogee, OK",OK,2019-08-31,,2019-08
"Faribault, MN",MN,2019-08-31,,2019-08
"Richmond, IN",IN,2019-08-31,,2019-08
"Marquette, MI",MI,2019-08-31,,2019-08
"Mount Pleasant, MI",MI,2019-08-31,,2019-08
"Baraboo, WI",WI,2019-08-31,,2019-08
"Jasper, AL",AL,2019-08-31,,2019-08
"Roswell, NM",NM,2019-08-31,,2019-08
"Shelton, WA",WA,2019-08-31,,2019-08
"Dublin, GA",GA,2019-08-31,,2019-08
"Nacogdoches, TX",TX,2019-08-31,,2019-08
"Coos Bay, OR",OR,2019-08-31,,2019-08
"Martinsville, VA",VA,2019-08-31,,2019-08
"Rexburg, ID",ID,2019-08-31,,2019-08
"Lewiston, ID",ID,2019-08-31,,2019-08
"Laconia, NH",NH,2019-08-31,,2019-08
"Georgetown, SC",SC,2019-08-31,,2019-08
"Athens, OH",OH,2019-08-31,,2019-08
"Sanford, NC",NC,2019-08-31,,2019-08
"Enid, OK",OK,2019-08-31,,2019-08
"Walla Walla, WA",WA,2019-08-31,,2019-08
"Albemarle, NC",NC,2019-08-31,,2019-08
"Hutchinson, KS",KS,2019-08-31,542.3076269409146,2019-08
"Hudson, NY",NY,2019-08-31,,2019-08
"Starkville, MS",MS,2019-08-31,,2019-08
"Carlsbad, NM",NM,2019-08-31,,2019-08
"Gillette, WY",WY,2019-08-31,,2019-08
"Rutland, VT",VT,2019-08-31,,2019-08
"Crossville, TN",TN,2019-08-31,,2019-08
"Granbury, TX",TX,2019-08-31,1244.0304258759006,2019-08
"Sayre, PA",PA,2019-08-31,,2019-08
"Salina, KS",KS,2019-08-31,,2019-08
"Marietta, OH",OH,2019-08-31,,2019-08
"Fergus Falls, MN",MN,2019-08-31,,2019-08
"Oneonta, NY",NY,2019-08-31,,2019-08
"Columbus, MS",MS,2019-08-31,,2019-08
"Ardmore, OK",OK,2019-08-31,,2019-08
"Fernley, NV",NV,2019-08-31,,2019-08
"Carson City, NV",NV,2019-08-31,,2019-08
"Eagle Pass, TX",TX,2019-08-31,,2019-08
"Calhoun, GA",GA,2019-08-31,,2019-08
"Cullowhee, NC",NC,2019-08-31,,2019-08
"Kearney, NE",NE,2019-08-31,,2019-08
"Fairmont, WV",WV,2019-08-31,,2019-08
"Gaffney, SC",SC,2019-08-31,,2019-08
"Picayune, MS",MS,2019-08-31,,2019-08
"Branson, MO",MO,2019-08-31,,2019-08
"Cedar City, UT",UT,2019-08-31,,2019-08
"Waycross, GA",GA,2019-08-31,,2019-08
"Oxford, MS",MS,2019-08-31,,2019-08
"Jasper, IN",IN,2019-08-31,,2019-08
"Edwards, CO",CO,2019-08-31,,2019-08
"Durango, CO",CO,2019-08-31,,2019-08
"Kinston, NC",NC,2019-08-31,,2019-08
"Batesville, AR",AR,2019-08-31,,2019-08
"Elko, NV",NV,2019-08-31,,2019-08
"Danville, KY",KY,2019-08-31,,2019-08
"St. Marys, GA",GA,2019-08-31,,2019-08
"Boone, NC",NC,2019-08-31,,2019-08
"Warrensburg, MO",MO,2019-08-31,816.6360903566516,2019-08
"Gloversville, NY",NY,2019-08-31,,2019-08
"Fort Leonard Wood, MO",MO,2019-08-31,,2019-08
"Elizabeth City, NC",NC,2019-08-31,,2019-08
"Athens, TN",TN,2019-08-31,,2019-08
"Enterprise, AL",AL,2019-08-31,918.995575199466,2019-08
"Ashland, OH",OH,2019-08-31,,2019-08
"Milledgeville, GA",GA,2019-08-31,,2019-08
"Kerrville, TX",TX,2019-08-31,,2019-08
"Bartlesville, OK",OK,2019-08-31,,2019-08
"Corsicana, TX",TX,2019-08-31,,2019-08
"Rochelle, IL",IL,2019-08-31,,2019-08
"Pahrump, NV",NV,2019-08-31,,2019-08
"Winona, MN",MN,2019-08-31,,2019-08
"Newport, OR",OR,2019-08-31,,2019-08
"Amsterdam, NY",NY,2019-08-31,,2019-08
"Gardnerville Ranchos, NV",NV,2019-08-31,,2019-08
"Fort Polk South, LA",LA,2019-08-31,,2019-08
"Ca-¦on City, CO",CO,2019-08-31,,2019-08
"New Castle, IN",IN,2019-08-31,,2019-08
"Clovis, NM",NM,2019-08-31,,2019-08
"Norfolk, NE",NE,2019-08-31,,2019-08
"Ruston, LA",LA,2019-08-31,,2019-08
"Pullman, WA",WA,2019-08-31,,2019-08
"Del Rio, TX",TX,2019-08-31,,2019-08
"Blackfoot, ID",ID,2019-08-31,,2019-08
"Red Wing, MN",MN,2019-08-31,,2019-08
"Nogales, AZ",AZ,2019-08-31,,2019-08
"Tahlequah, OK",OK,2019-08-31,,2019-08
"Montrose, CO",CO,2019-08-31,,2019-08
"Cortland, NY",NY,2019-08-31,,2019-08
"Sandpoint, ID",ID,2019-08-31,,2019-08
"Bardstown, KY",KY,2019-08-31,,2019-08
"Wapakoneta, OH",OH,2019-08-31,,2019-08
"Bemidji, MN",MN,2019-08-31,,2019-08
"Durant, OK",OK,2019-08-31,,2019-08
"Cornelia, GA",GA,2019-08-31,,2019-08
"Burlington, IA",IA,2019-08-31,,2019-08
"Menomonie, WI",WI,2019-08-31,,2019-08
"Shawano, WI",WI,2019-08-31,,2019-08
"Washington, NC",NC,2019-08-31,,2019-08
"Freeport, IL",IL,2019-08-31,,2019-08
"Rolla, MO",MO,2019-08-31,,2019-08
"Ellensburg, WA",WA,2019-08-31,,2019-08
"Ponca City, OK",OK,2019-08-31,,2019-08
"Muscatine, IA",IA,2019-08-31,,2019-08
"Lewisburg, PA",PA,2019-08-31,,2019-08
"Auburn, IN",IN,2019-08-31,,2019-08
"Duncan, OK",OK,2019-08-31,,2019-08
"Sedalia, MO",MO,2019-08-31,,2019-08
"Rock Springs, WY",WY,2019-08-31,,2019-08
"Stephenville, TX",TX,2019-08-31,,2019-08
"Bucyrus, OH",OH,2019-08-31,,2019-08
"El Campo, TX",TX,2019-08-31,,2019-08
"Gainesville, TX",TX,2019-08-31,,2019-08
"Astoria, OR",OR,2019-08-31,,2019-08
"Marshalltown, IA",IA,2019-08-31,,2019-08
"Big Rapids, MI",MI,2019-08-31,,2019-08
"Austin, MN",MN,2019-08-31,,2019-08
"Moscow, ID",ID,2019-08-31,,2019-08
"Clewiston, FL",FL,2019-08-31,,2019-08
"Riverton, WY",WY,2019-08-31,,2019-08
"Pittsburg, KS",KS,2019-08-31,,2019-08
"Williston, ND",ND,2019-08-31,,2019-08
"Safford, AZ",AZ,2019-08-31,,2019-08
"Brownwood, TX",TX,2019-08-31,,2019-08
"Crawfordsville, IN",IN,2019-08-31,,2019-08
"Lock Haven, PA",PA,2019-08-31,,2019-08
"Easton, MD",MD,2019-08-31,,2019-08
"Laramie, WY",WY,2019-08-31,,2019-08
"Murray, KY",KY,2019-08-31,,2019-08
"Fort Dodge, IA",IA,2019-08-31,,2019-08
"Dyersburg, TN",TN,2019-08-31,,2019-08
"Kill Devil Hills, NC",NC,2019-08-31,,2019-08
"DeRidder, LA",LA,2019-08-31,,2019-08
"Bay City, TX",TX,2019-08-31,,2019-08
"North Platte, NE",NE,2019-08-31,,2019-08
